2024-10-02 00:01:39.91 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-10-02 00:30:26.16 [http-nio-8088-exec-10] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:30:26.16 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:30:26.16 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:31:02.01 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:31:02.01 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:31:02.01 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:31:02.01 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:31:02.01 [http-nio-8088-exec-1] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:31:02.01 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:31:02.01 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:31:44.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:31:44.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:31:44.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:31:44.20 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:31:44.20 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:31:44.20 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:31:44.21 [http-nio-8088-exec-3] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Warning Code: 0, SQLState: 01000
2024-10-02 00:31:44.21 [http-nio-8088-exec-3] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - database "shopapp" has a collation version mismatch
2024-10-02 00:31:44.21 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:32:09.76 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:32:09.76 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:32:09.76 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:32:09.76 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:32:09.77 [http-nio-8088-exec-6] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:32:09.77 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:32:09.78 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:32:35.53 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:32:35.53 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:32:35.53 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:32:35.53 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:32:35.53 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:32:35.53 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:32:35.54 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:32:43.61 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:32:43.61 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:32:43.61 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:32:43.61 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:32:43.61 [http-nio-8088-exec-9] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:32:43.61 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:32:43.61 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:39:21.29 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:39:21.29 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:39:21.29 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:39:21.29 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:39:21.29 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:39:21.30 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:39:21.30 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:39:23.01 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:39:23.01 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:39:23.01 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:39:23.01 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:39:23.01 [http-nio-8088-exec-6] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:39:23.01 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:39:23.01 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:39:27.96 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:39:27.96 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:39:27.96 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:39:27.96 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:39:27.97 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:39:27.97 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:39:27.97 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:47:48.34 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:47:48.34 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:47:48.34 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:47:48.34 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:47:48.34 [http-nio-8088-exec-1] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:47:48.34 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:47:48.34 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:49:36.97 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:49:36.97 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:49:36.97 [http-nio-8088-exec-6] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:49:36.97 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:49:37.12 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /favicon.ico
2024-10-02 00:51:04.36 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:04.36 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:04.36 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:04.36 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:04.36 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:04.36 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:04.36 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:06.16 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:06.16 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:06.16 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:06.16 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:06.16 [http-nio-8088-exec-10] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:06.16 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:06.16 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:35.97 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:35.97 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:35.97 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:35.97 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:35.97 [http-nio-8088-exec-2] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:35.97 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:35.97 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:36.68 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:36.68 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:36.68 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:36.68 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:36.68 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:36.69 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:36.69 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:37.30 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:37.30 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:37.30 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:37.30 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:37.31 [http-nio-8088-exec-5] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:37.31 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:37.31 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:37.94 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:37.94 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:37.94 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:37.94 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:37.94 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:37.94 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:37.94 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:38.58 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:38.58 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:38.58 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:38.58 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:38.59 [http-nio-8088-exec-10] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:38.59 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:38.59 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:51:43.97 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:51:43.97 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:51:43.97 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:51:43.97 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:51:43.98 [http-nio-8088-exec-2] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:51:43.98 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:51:43.98 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:54:41.13 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:54:41.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:54:41.13 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:54:41.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:54:41.13 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:54:41.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:54:41.13 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:54:46.91 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:54:46.91 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:54:46.91 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:54:46.91 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:54:46.92 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:54:46.92 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:54:46.92 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:56:02.37 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:56:02.37 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:56:02.37 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:56:02.37 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:56:02.38 [http-nio-8088-exec-2] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:56:02.38 [http-nio-8088-exec-2] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:56:02.38 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:57:11.25 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:57:11.25 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:57:11.25 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:57:11.25 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:57:11.25 [http-nio-8088-exec-8] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:57:11.25 [http-nio-8088-exec-5] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:57:11.25 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:57:44.20 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:57:44.20 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:57:44.20 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:57:44.20 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:57:44.20 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:57:44.20 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:57:44.20 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 00:57:53.53 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 00:57:53.53 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 00:57:53.53 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 00:57:53.53 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 00:57:53.54 [http-nio-8088-exec-1] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 00:57:53.54 [http-nio-8088-exec-1] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 00:57:53.54 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 01:00:59.43 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 01:00:59.43 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 01:00:59.43 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 01:00:59.43 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 01:00:59.43 [http-nio-8088-exec-4] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 01:00:59.43 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 01:00:59.43 [http-nio-8088-exec-6] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Warning Code: 0, SQLState: 01000
2024-10-02 01:00:59.43 [http-nio-8088-exec-6] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - database "shopapp" has a collation version mismatch
2024-10-02 01:00:59.43 [http-nio-8088-exec-6] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 01:02:02.08 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/products
2024-10-02 01:02:02.08 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/categories
2024-10-02 01:02:02.09 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/products
2024-10-02 01:02:02.09 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/categories
2024-10-02 01:02:02.09 [http-nio-8088-exec-7] INFO  c.t.s.controllers.ProductController - Get products from redis with keyword: , categoryId: 0, page: 1, limit: 12
2024-10-02 01:02:02.09 [http-nio-8088-exec-7] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/products
2024-10-02 01:02:02.10 [http-nio-8088-exec-9] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - SQL Warning Code: 0, SQLState: 01000
2024-10-02 01:02:02.10 [http-nio-8088-exec-9] WARN  o.h.e.jdbc.spi.SqlExceptionHelper - database "shopapp" has a collation version mismatch
2024-10-02 01:02:02.10 [http-nio-8088-exec-9] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/categories
2024-10-02 01:02:24.56 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/roles
2024-10-02 01:02:24.56 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/roles
2024-10-02 01:02:24.58 [http-nio-8088-exec-10] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/roles
2024-10-02 01:02:30.43 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/users/login
2024-10-02 01:02:30.43 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/users/login
2024-10-02 01:02:30.58 [http-nio-8088-exec-3] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/users/login
2024-10-02 01:02:33.79 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/users/login
2024-10-02 01:02:33.79 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/users/login
2024-10-02 01:02:34.12 [http-nio-8088-exec-4] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/users/login
2024-10-02 01:02:34.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Request path: /api/v1/users/details
2024-10-02 01:02:34.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - Begin bypass token: /api/v1/users/details
2024-10-02 01:02:34.13 [http-nio-8088-exec-8] WARN  o.s.w.s.m.s.DefaultHandlerExceptionResolver - Resolved [org.springframework.web.bind.MissingRequestHeaderException: Required request header 'Authorization' for method parameter type String is not present]
2024-10-02 01:02:34.13 [http-nio-8088-exec-8] INFO  c.t.s.filters.JwtTokenFilter - End bypass token: /api/v1/users/details
